StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40_1,Q40_2,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48
3/15/21 14:03,3/15/21 14:07,100,254,TRUE,3/15/21 14:07,R_cx3fyycDE3rgBDr,EN,Very healthy,Very often,Rarely,Sometimes,Very Often,Never,Rarely,Yes,Never,,Never,Never,A little,A little,Very often,Sometimes,Very often,Rarely,Rarely,Rarely,Somewhat,Very often,Sometimes,Once or twice a month,Sometimes,Never,Rarely,Never,Rarely,Most,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Very often,Improved,my smile and eyes,my stomach and cheeks,stomach,facial features,No,No,,No,,...second year,Female,19
3/15/21 14:12,3/15/21 14:21,100,569,TRUE,3/15/21 14:21,R_3s7kPNYLxjNY3Lk,EN,Somewhat healthy,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,No,,Rarely,Never,Never,A little,A little,Sometimes,Rarely,Never,Rarely,Never,Not applicable,Somewhat,Rarely,Sometimes,Less than once a month,Rarely,Rarely,Never,Rarely,Never,A few,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Stayed about the same,Overall size,Gained weight in the belly due to lack of exercise and quarantine. ,face,belly,No,No,,No,,...third year,Male,21
3/15/21 14:19,3/15/21 14:25,100,313,TRUE,3/15/21 14:25,R_3RaMAEiYXbGppzt,EN,Somewhat healthy,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,Yes,Sometimes,,Never,Never,Some,Some,Very often,Never,Rarely,Sometimes,Rarely,Not applicable,Somewhat,Sometimes,Never,Less than once a month,Rarely,Never,Never,Never,Rarely,A few,Sometimes,Rarely,Never,Rarely,Rarely,Sometimes,Worsened,Strength and Health,Too large of a fat layer,Hair,Muscles,No,No,,No,,...fifth year or more,Male,22
3/15/21 14:22,3/15/21 14:30,100,453,TRUE,3/15/21 14:30,R_27KBz8KhTnGu6vC,EN,Somewhat healthy,Very often,Rarely,Never,Rarely,Never,Rarely,Yes,Rarely,,Never,Never,Not at all,Not at all,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Never,Very,Sometimes,Sometimes,Once a week,Rarely,Never,Never,Rarely,Rarely,All,Sometimes,Sometimes,Rarely,Never,Sometimes,Never,Stayed about the same,My face,My stomach,Face,Stomach,No,No,,No,,...graduate student pursuing a Masters or PhD,Female,30
3/15/21 14:25,3/15/21 14:33,100,483,TRUE,3/15/21 14:33,R_YXi2ohXrQ0Nzpn3,EN,A little healthy,Very often,Sometimes,Very often,Very Often,Sometimes,Sometimes,Yes,Sometimes,,Sometimes,Sometimes,Quite a bit,Quite a bit,Very often,Rarely,Extremely often,Rarely,Very often,Sometimes,Slightly,Very often,Very often,Once or twice a month,Sometimes,Never,Never,Rarely,Never,Some,Sometimes,Sometimes,Rarely,Sometimes,Very often,Sometimes,Improved,wrists,tummy,tummy,arms,Yes,Yes,therapy,Yes,"anorexia, impulsive eating",...fifth year or more,Female,23
3/15/21 14:27,3/15/21 14:36,100,537,TRUE,3/15/21 14:36,R_2c7493aw1q2X33B,EN,Somewhat healthy,Very often,Sometimes,Very often,Very Often,Rarely,Rarely,Yes,Rarely,,Never,Never,Not at all,Not at all,Very often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Not at all,Sometimes,Sometimes,Less than once a month,Rarely,Never,Never,Never,Never,Some,Rarely,Very often,Never,Sometimes,Sometimes,Sometimes,Worsened,Legs,Complexion,Face (complexion),Stomach,No,No,,No,,...first year,Female,19
3/15/21 14:33,3/15/21 14:37,100,233,TRUE,3/15/21 14:37,R_2xwMpwQgzbNlSVw,EN,A little healthy,Always,Very often,Extremely often,Extremely often,Sometimes,Very often,Yes,Never,,Sometimes,Very often,Quite a bit,Quite a bit,Always,Extremely often,Extremely often,Very often,Always,Always,Somewhat,Very often,Extremely often,Once a day,Very often,Never,Very often,Sometimes,Rarely,Some,Very often,Sometimes,Rarely,Rarely,Sometimes,Rarely,Stayed about the same,boobs,everything else,legs,stomach,No,Yes,,No,,...first year,Female,18
3/15/21 14:45,3/15/21 14:53,100,474,TRUE,3/15/21 14:53,R_3O0LMzPMM2vGSJK,EN,A little healthy,Always,Sometimes,Extremely often,Extremely often,Sometimes,Very often,Yes,Never,,Never,Never,A great deal,A great deal,Very often,Rarely,Extremely often,Extremely often,Always,Never,Very,Sometimes,Rarely,Less than once a month,Very often,Rarely,Rarely,Extremely often,Extremely often,A few,Very often,Very often,Rarely,Very often,Sometimes,Very often,Worsened,butt,stomach,my breasts,my height,Yes,Yes,assessment & meeting with an eating disorder specialist/therapist at UHS,Yes,EDNOS,...third year,Female,21
3/4/21 7:30,3/15/21 14:58,100,973683,TRUE,3/15/21 14:58,R_Ov7DYcs2kDNrveV,EN,Somewhat healthy,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,Yes,Sometimes,,Never,Never,A little,A little,Sometimes,Never,Sometimes,Sometimes,Rarely,Not applicable,Very,Very often,Very often,Less than once a month,Very often,Sometimes,Never,Rarely,Never,A few,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Worsened,,,,,No,No,,No,,...first year,Male,26
3/15/21 15:06,3/15/21 15:14,100,447,TRUE,3/15/21 15:14,R_3q7MIrnnNAYcuVA,EN,Somewhat healthy,Very often,Rarely,Sometimes,Very Often,Never,Never,Yes,Never,,Rarely,Never,A little,Quite a bit,Very often,Rarely,Sometimes,Very often,Very often,Never,Extremely,Sometimes,Very often,Once or twice a month,Very often,Rarely,Never,Rarely,Rarely,Some,Rarely,Sometimes,Rarely,Very often,Sometimes,Sometimes,Stayed about the same,Face and legs ,Stomach stress weight ,Face ,Stomach ,No,Yes,Therapy,No,,...fourth year,Female,22
3/15/21 15:10,3/15/21 15:16,100,356,TRUE,3/15/21 15:16,R_3ewqLBIsripLivY,EN,A little healthy,Very often,Sometimes,Sometimes,Very Often,Never,Never,Yes,Never,,Rarely,Never,Some,Some,Very often,Rarely,Sometimes,Very often,Very often,Rarely,Somewhat,Sometimes,Never,Less than once a month,Sometimes,Never,Never,Sometimes,Sometimes,Most,Never,Sometimes,Rarely,Never,Never,Very often,Improved,Smile,Arms,Arms,Back,Yes,No,,No,,...fourth year,Female,21
3/15/21 15:26,3/15/21 15:33,100,411,TRUE,3/15/21 15:33,R_6sVCtbIjyGllAyZ,EN,A little healthy,Very often,Sometimes,Very often,Sometimes,Rarely,Rarely,Yes,Sometimes,,Rarely,Never,Some,Some,Very often,Sometimes,Sometimes,Very often,Sometimes,Never,Somewhat,Sometimes,Very often,Less than once a month,Sometimes,Never,Never,Rarely,Rarely,A few,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Very often,Improved,none,stomach,stomach,thighs,No,No,,No,,...third year,Female,21
3/15/21 15:47,3/15/21 15:54,100,456,TRUE,3/15/21 15:54,R_YVsA82PJamHGYN3,EN,Very healthy,Rarely,Sometimes,Rarely,Sometimes,Never,Never,Yes,Never,,Never,Never,Not at all,Not at all,Rarely,Sometimes,Rarely,Rarely,Never,Never,Very,Sometimes,Rarely,Less than once a month,Rarely,Rarely,Never,Never,Never,Most,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Very often,Stayed about the same,all,none,face,body,No,No,,No,,...graduate student pursuing a Masters or PhD,Female,43
3/8/21 14:57,3/8/21 14:59,35,134,FALSE,3/15/21 15:59,R_2EdfEbKdj0KSpI1,EN,Not at all healthy,Very often,Sometimes,Extremely often,Extremely often,Sometimes,Rarely,No,,Sometimes,Rarely,Never,A great deal,A great deal,Always,Sometimes,Very often,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/21 12:16,3/15/21 16:00,100,13398,TRUE,3/15/21 16:00,R_2zSANtqclnMRFAU,EN,Somewhat healthy,Very often,Always,Rarely,Extremely often,Never,Never,Yes,Never,,Never,Never,Not at all,A little,Always,Rarely,Never,Rarely,Never,Not applicable,Extremely,Extremely often,Extremely often,Once a day,Sometimes,Sometimes,Never,Never,Never,Most,Very often,Sometimes,Sometimes,Never,Never,Sometimes,Stayed about the same,Back,Ankles,Chest,Biceps,Yes,No,,No,,...fourth year,Male,22
3/15/21 15:52,3/15/21 16:01,100,509,TRUE,3/15/21 16:01,R_UiQe4ELLIpbm641,EN,Very healthy,Rarely,Rarely,Sometimes,Very Often,Never,Never,Yes,Never,,Rarely,Never,Not at all,Not at all,Always,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Somewhat,Rarely,Very often,Less than once a month,Sometimes,Never,Never,Never,Never,A few,Sometimes,Extremely often,Rarely,Rarely,Very often,Sometimes,Improved,smile,arms,stomach,butt,No,No,,No,,...second year,Female,20
3/15/21 15:50,3/15/21 16:01,100,674,TRUE,3/15/21 16:01,R_TvnT6EbxRGpMue5,EN,A little healthy,Very often,Very often,Very often,Extremely often,Sometimes,Extremely often,Yes,Sometimes,,Sometimes,Sometimes,Quite a bit,Quite a bit,Always,Very often,Very often,Extremely often,Very often,Very often,Slightly,Very often,Extremely often,Once a week,Extremely often,Never,Never,Sometimes,Sometimes,Some,Sometimes,Sometimes,Sometimes,Extremely often,Extremely often,Rarely,Worsened,My eyes,My stomach and general shape,Stomach,Legs,No,No,,Yes,Bulimia nervosa and body dysmorphia ,...first year,Female,19
3/15/21 15:59,3/15/21 16:03,100,253,TRUE,3/15/21 16:03,R_1QlMTUHZOAOlDfC,EN,Not at all healthy,Always,Very often,Extremely often,Extremely often,Never,Never,Yes,Never,,Sometimes,Rarely,Quite a bit,Quite a bit,Always,Extremely often,Extremely often,Very often,Very often,Sometimes,Somewhat,Never,,Once a day,Extremely often,Never,Very often,Sometimes,Rarely,A few,Sometimes,Sometimes,Extremely often,Extremely often,Extremely often,Very often,Worsened,upper stomach,upper arms,upper arms,thighs/butt,Yes,Yes,therapy for ED,Yes,anorexia/bulemia,...second year,Female,19
3/8/21 15:07,3/8/21 15:10,24,161,FALSE,3/15/21 16:10,R_242Wq9k6yLNW2Bz,EN,Somewhat healthy,Rarely,Sometimes,Sometimes,Very Often,Never,Never,Yes,Never,,Never,Rarely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/21 15:51,3/8/21 15:51,2,17,FALSE,3/15/21 16:51,R_21jpIprwwANX67R,EN,Extremely healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/21 16:38,3/15/21 17:20,100,2511,TRUE,3/15/21 17:20,R_3p9yt17zFkDdafx,EN,Somewhat healthy,Sometimes,Sometimes,Sometimes,Very Often,Rarely,Rarely,No,,Very often,Very often,Very often,Not at all,Some,Always,Extremely often,Extremely often,Very often,Sometimes,Not applicable,Somewhat,Rarely,Rarely,Less than once a month,Rarely,Never,Never,Sometimes,Sometimes,None,Very often,Extremely often,Sometimes,Rarely,Extremely often,Extremely often,Worsened,legs,stomach ,legs,face,No,No,,No,,...second year,Female,19
3/15/21 17:43,3/15/21 17:46,100,200,TRUE,3/15/21 17:46,R_2Cxj8TxAwhlwKBY,EN,A little healthy,Always,Very often,Extremely often,Extremely often,Very often,Extremely often,Yes,Extremely often,,Sometimes,Very often,A great deal,A great deal,Always,Sometimes,Extremely often,Extremely often,Always,Always,Slightly,Extremely often,Extremely often,Once a day,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Some,Rarely,Very often,Rarely,Very often,Very often,Rarely,Worsened,arms,legs,legs,stomach,Yes,Yes,therapy/treatment,Yes,Bulimia and EDNOS,...first year,Female,19
3/15/21 17:47,3/15/21 17:53,100,356,TRUE,3/15/21 17:53,R_pGmS8nZ1XcEDb57,EN,Not at all healthy,Very often,Rarely,Very often,Very Often,Sometimes,Very often,Yes,Sometimes,,Sometimes,Very often,A little,A little,Very often,Very often,Very often,Very often,Very often,Always,Slightly,Sometimes,Sometimes,Less than once a month,Extremely often,Never,Very often,Rarely,Never,Some,Rarely,Very often,Sometimes,Very often,Very often,Sometimes,Worsened,Titties,Stomach,Stomach,Hair (head),No,No,,No,,...third year,Female,21
3/15/21 17:51,3/15/21 17:58,100,372,TRUE,3/15/21 17:58,R_qLcFLa085f1SW7n,EN,Somewhat healthy,Sometimes,Very often,Sometimes,Very Often,Rarely,Never,Yes,Sometimes,,Never,Never,Not at all,Not at all,Always,Sometimes,Sometimes,Sometimes,Never,Not applicable,Somewhat,Never,,Less than once a month,Rarely,Sometimes,Never,Rarely,Never,None,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Very often,Worsened,My thinness ,My face ,My hair ,My face ,No,No,,No,,...first year,Female,19
3/15/21 17:52,3/15/21 17:58,100,335,TRUE,3/15/21 17:58,R_3gZLw5jjBgdTJih,EN,Extremely healthy,Never,Never,Never,Never,Never,Never,No,,Rarely,Never,Not applicable,Not at all,Not at all,Rarely,Never,Never,Rarely,Never,Not applicable,Very,Rarely,Sometimes,Less than once a month,Never,Sometimes,Never,Never,Never,Most,Never,Never,Rarely,Never,Never,Never,Stayed about the same,Eyes,Complexion,Hair,Skin,No,No,,No,,...graduate student pursuing a Masters or PhD,Male,30
3/15/21 17:53,3/15/21 17:59,100,354,TRUE,3/15/21 17:59,R_2aIDa5KI9NrPPFE,EN,Very healthy,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Yes,Never,,Rarely,Never,A little,Not at all,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Very,Very often,Very often,Once or twice a month,Rarely,Rarely,Never,Rarely,Sometimes,Some,Rarely,Very often,Rarely,Rarely,Sometimes,Sometimes,Improved,legs,"thighs, upper arms",upper body,legs,No,No,,No,,...first year,Female,19
3/15/21 17:59,3/15/21 18:03,100,270,TRUE,3/15/21 18:03,R_DekVvyWI9gxtAuR,EN,Somewhat healthy,Very often,Sometimes,Very often,Extremely often,Sometimes,Very often,Yes,Rarely,,Sometimes,Rarely,Some,Some,Very often,Rarely,Sometimes,Very often,Very often,Sometimes,Somewhat,Rarely,Very often,Once a week,Sometimes,Never,Rarely,Sometimes,Never,None,Sometimes,Very often,Sometimes,Very often,Very often,Very often,Worsened,butt,abdominal region ,stomach ,arms,No,No,,No,,...fifth year or more,Female,23
3/15/21 10:56,3/15/21 18:18,100,26539,TRUE,3/15/21 18:18,R_1gzpgfq85D6WdrG,EN,A little healthy,Very often,Very often,Extremely often,Extremely often,Sometimes,Very often,Yes,Never,,Never,Not applicable,Some,Quite a bit,Always,Sometimes,Extremely often,Sometimes,Very often,Rarely,Not at all,Sometimes,Extremely often,Less than once a month,Very often,Never,Never,Sometimes,Rarely,Some,Sometimes,Extremely often,Rarely,Extremely often,Extremely often,Sometimes,Worsened,I don't really have a specific one....,It's tied between my acne scars on my face and the chubby bits on my sides,Face,Waistline,No,No,,No,,...third year,Female,21
3/8/21 17:31,3/8/21 17:31,2,20,FALSE,3/15/21 18:31,R_5iMAJqPruT9QCAh,EN,Somewhat healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/21 18:23,3/15/21 18:32,100,506,TRUE,3/15/21 18:32,R_2qmbZ7IjBFAYSzi,EN,Very healthy,Sometimes,Rarely,Very often,Very Often,Never,Never,No,,Rarely,Never,Not applicable,Not at all,Not at all,Very often,Never,Never,Never,Never,Not applicable,Somewhat,Very often,Rarely,Less than once a month,Rarely,Never,Never,Never,Never,Some,Sometimes,Sometimes,Never,Never,Never,Sometimes,Worsened,Strong legs,Skinny arms and newly developed chin fat,My neck fat,,No,No,,No,,...first year,Male,19
3/15/21 18:18,3/15/21 18:38,100,1221,TRUE,3/15/21 18:38,R_2UXasAEmobXQ33V,EN,Somewhat healthy,Sometimes,Rarely,Rarely,Rarely,Never,Never,Yes,Rarely,,Rarely,Never,Not at all,A little,Sometimes,Rarely,Never,Rarely,Never,Never,Somewhat,Very often,Very often,Less than once a month,Rarely,Never,Never,Rarely,Never,Some,Sometimes,Rarely,Rarely,Sometimes,Never,Rarely,Stayed about the same,Hands,Back,Back,Chest,No,No,,No,,...first year,Male,19
3/15/21 18:40,3/15/21 18:48,100,489,TRUE,3/15/21 18:48,R_1GEujj8ewIoaxna,EN,Very healthy,Rarely,Rarely,Rarely,Sometimes,Never,Never,No,,Never,Never,Not applicable,Not at all,A little,Sometimes,Rarely,Never,Rarely,Rarely,Rarely,Extremely,Extremely often,Rarely,Less than once a month,Rarely,Never,Never,Never,Never,All,Rarely,Rarely,Never,Never,Rarely,Sometimes,Stayed about the same,hair ,wide hips ,hair ,face,No,No,,No,,...first year,Female,19
3/15/21 19:01,3/15/21 19:09,100,450,TRUE,3/15/21 19:09,R_23VJIUDt1fWBHeC,EN,Somewhat healthy,Very often,Sometimes,Extremely often,Extremely often,Never,Sometimes,No,,Very often,Sometimes,Sometimes,Some,Quite a bit,Always,Sometimes,Extremely often,Extremely often,Very often,Rarely,Slightly,Rarely,Extremely often,Once a day,Sometimes,Never,Never,Never,Rarely,Some,Rarely,Sometimes,Rarely,Very often,Very often,Sometimes,Worsened,Butt,Stomach,Stomach,Chin/neck,No,No,,No,,...fourth year,Female,21
3/15/21 19:22,3/15/21 19:28,100,339,TRUE,3/15/21 19:28,R_21ofjZNXjd79fWa,EN,Not at all healthy,Very often,Very often,Extremely often,Extremely often,Sometimes,Sometimes,No,,Sometimes,Rarely,Sometimes,Some,Quite a bit,Very often,Rarely,Extremely often,Very often,Sometimes,Rarely,Extremely,Rarely,Extremely often,Once or twice a month,Sometimes,Never,Never,Rarely,Rarely,Most,Sometimes,Sometimes,Rarely,Very often,Very often,Sometimes,Worsened,my face,my stomach,stomach,butt,No,No,,No,,...first year,Female,19
3/15/21 19:20,3/15/21 19:30,100,568,TRUE,3/15/21 19:30,R_1WUAQMrwTJU2Idb,EN,Not at all healthy,Sometimes,Sometimes,Sometimes,Sometimes,Never,Very often,Yes,Rarely,,Rarely,Sometimes,Not at all,Not at all,Very often,Never,Rarely,Sometimes,Very often,Sometimes,Very,Rarely,Very often,Once a day,Rarely,Sometimes,Never,Sometimes,Never,Most,Rarely,Sometimes,Sometimes,Very often,Very often,Rarely,Improved,,"Visible bones, not fitting to traditional sizes of clothings, losing weight in only upper body",Upper body being too thin,Lower body being comparatively thick,Yes,No,,No,,...graduate student pursuing a Masters or PhD,Female,28
3/15/21 19:40,3/15/21 19:45,100,263,TRUE,3/15/21 19:45,R_31KuNV7tIJJe6H6,EN,Very healthy,Sometimes,Rarely,Sometimes,Sometimes,Never,Rarely,No,,Never,Never,Not applicable,Not at all,Not at all,Sometimes,Never,Never,Rarely,Never,Not applicable,Somewhat,Sometimes,Very often,Less than once a month,Sometimes,Never,Never,Never,Never,Some,Very often,Very often,Rarely,Rarely,Rarely,Sometimes,Worsened,arms and legs,lower stomach ,stomach ,,No,No,,No,,...second year,Female,19
3/15/21 19:43,3/15/21 19:47,100,270,TRUE,3/15/21 19:47,R_1plYjdXvs8gbLmb,EN,Very healthy,Rarely,Never,Rarely,Sometimes,Never,Never,Yes,Never,,Never,Not applicable,Not at all,A little,Sometimes,Rarely,Never,Rarely,Never,Not applicable,Slightly,Sometimes,Rarely,Less than once a month,Never,Sometimes,Never,Rarely,Rarely,Most,Sometimes,Very often,Rarely,Rarely,Sometimes,Sometimes,Stayed about the same,Legs,Face skin (complexion),Face,Legs,No,No,,No,,...second year,Male,20
3/15/21 20:29,3/15/21 20:37,100,480,TRUE,3/15/21 20:37,R_2aXKprvhLBQqJHC,EN,A little healthy,Rarely,Never,Rarely,Sometimes,Never,Never,Yes,Rarely,,Never,Never,A little,A little,Rarely,Never,Never,Sometimes,Rarely,Not applicable,Somewhat,Rarely,Sometimes,Less than once a month,Never,Sometimes,Never,Rarely,Never,Some,Sometimes,Sometimes,Sometimes,Never,Rarely,Very often,Stayed about the same,Hands,Muscle tone,Face,Hands,No,No,,No,,...first year,Male,28
3/15/21 21:02,3/15/21 21:07,100,292,TRUE,3/15/21 21:07,R_2uEEMs04RuIayyA,EN,Somewhat healthy,Very often,Sometimes,Very often,Very Often,Rarely,Sometimes,No,,Rarely,Rarely,Not applicable,A little,A little,Very often,Sometimes,Rarely,Very often,Sometimes,Not applicable,Somewhat,Very often,Sometimes,Once a week,Sometimes,Never,Never,Rarely,Sometimes,Most,Sometimes,Very often,Rarely,Never,Rarely,Sometimes,Stayed about the same,upper body,Legs,legs,arms,No,No,,No,,...first year,Female,18
3/15/21 21:19,3/15/21 21:23,100,256,TRUE,3/15/21 21:23,R_XpwcRkWBO60EE7v,EN,Very healthy,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Yes,Rarely,,Never,Rarely,A little,A little,Very often,Very often,Extremely often,Very often,Rarely,Sometimes,Very,Rarely,Sometimes,Less than once a month,Rarely,Never,Never,Rarely,Sometimes,Some,Very often,Extremely often,Sometimes,Very often,Very often,Sometimes,Stayed about the same,my face,my thighs ,eyes ,chest ,No,No,,No,,...second year,Female,19
3/15/21 21:21,3/15/21 21:26,100,307,TRUE,3/15/21 21:26,R_3sbQfAhfOorcTYk,EN,Very healthy,Never,Never,Rarely,Rarely,Never,Sometimes,No,,Rarely,Rarely,Not applicable,Not at all,Not at all,Rarely,Rarely,Never,Sometimes,Very often,Not applicable,Somewhat,Rarely,Sometimes,Once or twice a month,Never,Rarely,Never,Rarely,Never,Most,Sometimes,Rarely,Never,Never,Rarely,Never,Stayed about the same,Hair,Lack of weight/muscle,Teeth,Face,No,No,,No,,...first year,Male,19
3/15/21 21:39,3/15/21 21:45,100,352,TRUE,3/15/21 21:45,R_11iRNBoZNvmCkXu,EN,Somewhat healthy,Very often,Sometimes,Sometimes,Sometimes,Never,Never,Yes,Rarely,,Never,Never,Some,Some,Very often,Never,Sometimes,Very often,Sometimes,Not applicable,Very,Rarely,Never,Less than once a month,Very often,Never,Never,Rarely,Rarely,Some,Sometimes,Sometimes,Rarely,Very often,Very often,Sometimes,Worsened,lower body,upper body,hair,face,No,No,,No,,...fifth year or more,Male,23
3/15/21 21:29,3/15/21 21:51,100,1283,TRUE,3/15/21 21:51,R_3s5ptzPCHPuZCDb,EN,Somewhat healthy,Sometimes,Rarely,Rarely,Rarely,Rarely,Very often,No,,Never,Never,Not applicable,A little,A little,Very often,Rarely,Rarely,Rarely,Very often,Rarely,Somewhat,Rarely,Rarely,Once or twice a month,Rarely,Rarely,Never,Sometimes,Rarely,Most,Rarely,Very often,Rarely,Rarely,Rarely,Never,Stayed about the same,legs,stomach,legs,back,No,No,,No,,...fourth year,Female,21
3/15/21 22:28,3/15/21 22:32,100,280,TRUE,3/15/21 22:32,R_dbDsSntaNQA2vsZ,EN,Somewhat healthy,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Yes,Never,,Never,Rarely,Not at all,Not at all,Sometimes,Never,Sometimes,Never,Never,Never,Somewhat,Sometimes,Never,Once or twice a month,Never,Rarely,Never,Never,Never,A few,Sometimes,Very often,Sometimes,Rarely,Rarely,Rarely,Improved,legs,abdomen,hair,face,Yes,No,,No,,...second year,Female,20
